Region,Province,Municipality/City,Poverty Incidence,Standard Error (SE),Coefficient of Variation (CV)
Region IX,Zamboanga Sibugay,Naga,36.4,4.1,11.3
Region IX,Zamboanga Sibugay,Olutanga,61.7,6.8,11.0
Region IX,Zamboanga Sibugay,Payao,63.3,7.0,11.1
Region IX,Zamboanga Sibugay,Roseller Lim,51.2,4.9,9.6
Region IX,Zamboanga Sibugay,Siay,48.3,4.7,9.7
Region IX,Zamboanga Sibugay,Talusan,66.5,7.8,11.8
Region IX,Zamboanga Sibugay,Titay,45.1,4.5,10.0
Region IX,Zamboanga Sibugay,Tungawan,59.5,5.8,9.8
Region IX,Isabela City,Isabela City,23.0,2.9,12.6
Region X,Bukidnon,Baungon,49.1,4.7,9.7
Region X,Bukidnon,Damulog,52.2,4.9,9.4
Region X,Bukidnon,Dangcagan,39.9,4.8,11.9
Region X,Bukidnon,Don Carlos,42.0,3.3,7.9
Region X,Bukidnon,Impasug-ong,46.1,4.7,10.1
Region X,Bukidnon,Kadingilan,50.7,5.3,10.4
Region X,Bukidnon,Kalilangan,51.3,5.1,9.9
Region X,Bukidnon,Kibawe,46.8,3.2,6.9
Region X,Bukidnon,Kitaotao,54.8,4.6,8.3
Region X,Bukidnon,Lantapan,40.8,4.6,11.3
Region X,Bukidnon,Libona,35.5,3.5,9.9
Region X,Bukidnon,Malaybalay City,34.6,2.7,7.8
Region X,Bukidnon,Malitbog,61.4,5.6,9.1
Region X,Bukidnon,Manolo Fortich,33.5,3.3,9.9
Region X,Bukidnon,Maramag,33.5,3.7,11.0
Region X,Bukidnon,Pangantucan,53.2,3.8,7.1
Region X,Bukidnon,Quezon,52.0,4.0,7.7
Region X,Bukidnon,San Fernando,52.1,5.1,9.8
Region X,Bukidnon,Sumilao,40.2,7.0,17.3
Region X,Bukidnon,Talakag,50.3,3.9,7.8
Region X,Bukidnon,Valencia City,35.8,3.1,8.5
Region X,Bukidnon,Cabanglasan,45.2,5.2,11.4
Region X,Camiguin,Catarman,58.4,4.3,7.4
Region X,Camiguin,Guinsiliban,45.7,5.4,11.7
Region X,Camiguin,Mahinog,45.9,4.0,8.7
Region X,Camiguin,Mambajao,36.2,4.1,11.4
Region X,Camiguin,Sagay,42.1,5.4,12.8
Region X,Lanao del Norte,Bacolod,40.2,4.7,11.7
Region X,Lanao del Norte,Baloi,48.3,3.9,8.0
Region X,Lanao del Norte,Baroy,47.0,4.0,8.5
Region X,Lanao del Norte,Iligan City,24.4,1.9,7.6
Region X,Lanao del Norte,Kapatagan,47.6,3.3,7.0
Region X,Lanao del Norte,Sultan Naga Dimaporo,59.9,3.8,6.4
Region X,Lanao del Norte,Kauswagan,49.5,4.5,9.1
Region X,Lanao del Norte,Kolambugan,41.7,3.3,8.0
Region X,Lanao del Norte,Lala,37.0,3.1,8.5
Region X,Lanao del Norte,Linamon,31.0,5.1,16.5
Region X,Lanao del Norte,Magsaysay,59.2,3.8,6.4
Region X,Lanao del Norte,Maigo,43.7,4.8,11.0
Region X,Lanao del Norte,Matungao,59.3,5.6,9.5
Region X,Lanao del Norte,Munai,67.5,3.6,5.4
Region X,Lanao del Norte,Nunungan,67.9,4.1,6.1
Region X,Lanao del Norte,Pantao Ragat,59.7,4.2,7.1
Region X,Lanao del Norte,Poona Piagapo,66.8,3.9,5.8
Region X,Lanao del Norte,Salvador,56.3,4.6,8.2
Region X,Lanao del Norte,Sapad,62.0,4.5,7.3
Region X,Lanao del Norte,Tagoloan,69.4,5.8,8.3
Region X,Lanao del Norte,Tangcal,67.4,4.3,6.4
Region X,Lanao del Norte,Tubad,48.3,3.1,6.4
Region X,Lanao del Norte,Pantar,57.5,3.9,6.7
Region X,Misamis Occidental,Aloran,42.7,2.9,6.9
Region X,Misamis Occidental,Baliangao,37.7,4.0,10.6
Region X,Misamis Occidental,Bonifacio,44.9,4.0,9.0
Region X,Misamis Occidental,Calamba,41.4,3.3,7.9
Region X,Misamis Occidental,Clarin,38.8,3.0,7.6
Region X,Misamis Occidental,Concepcion,62.3,4.2,6.8
Region X,Misamis Occidental,Jimenez,40.9,3.5,8.6
Region X,Misamis Occidental,Lopez Jaena,49.3,3.5,7.2
Region X,Misamis Occidental,Oroquieta City,30.7,3.1,10.2
Region X,Misamis Occidental,Ozamis City,29.8,2.4,8.1
Region X,Misamis Occidental,Panaon,40.2,4.3,10.7
Region X,Misamis Occidental,Plaridel,35.2,3.0,8.5
Region X,Misamis Occidental,Sapang Dalaga,43.9,3.3,7.5
Region X,Misamis Occidental,Sinacaban,38.9,3.4,8.8
Region X,Misamis Occidental,Tangub City,43.1,2.5,5.8
Region X,Misamis Occidental,Tudela,38.0,3.2,8.4
Region X,Misamis Occidental,Don Victoriano Chiongbian,65.7,5.2,7.8
Region X,Misamis Oriental,Alubijid,53.7,4.0,7.4
Region X,Misamis Oriental,Balingasag,51.2,2.7,5.2
Region X,Misamis Oriental,Balingoan,46.4,5.5,11.9
Region X,Misamis Oriental,Binuangan,52.7,6.3,12.0
Region X,Misamis Oriental,Cagayan De Oro City,22.8,2.2,9.8
Region X,Misamis Oriental,Claveria,57.1,3.4,6.0
Region X,Misamis Oriental,El Salvador,38.8,3.8,9.7
Region X,Misamis Oriental,Gingoog City,48.7,2.4,4.8
Region X,Misamis Oriental,Gitaguim,50.3,4.9,9.8
Region X,Misamis Oriental,Initao,48.9,4.4,9.0
Region X,Misamis Oriental,Jasaan,42.1,4.2,9.9
Region X,Misamis Oriental,Kinoguitan,55.7,4.0,7.1
Region X,Misamis Oriental,Lagonglong,49.9,4.6,9.2
Region X,Misamis Oriental,Laguindingan,52.2,5.2,9.9
Region X,Misamis Oriental,Libertad,55.5,5.5,10.0
Region X,Misamis Oriental,Lugait,40.6,5.8,14.3
Region X,Misamis Oriental,Magsaysay,60.3,3.9,6.4
Region X,Misamis Oriental,Manticao,48.4,4.0,8.3
Region X,Misamis Oriental,Medina,41.0,3.3,8.1
Region X,Misamis Oriental,Naawan,45.7,5.1,11.1
Region X,Misamis Oriental,Opol,31.1,3.2,10.2
Region X,Misamis Oriental,Salay,47.1,4.7,9.9
Region X,Misamis Oriental,Sugbongcogon,45.4,5.8,12.8
Region X,Misamis Oriental,Tagoloan,35.9,4.7,13.1
Region X,Misamis Oriental,Talisayan,48.2,3.8,8.0
Region X,Misamis Oriental,Villanueva,40.5,3.9,9.7
Region XI,Davao del Norte,Asuncion (Saug),41.0,4.2,10.2
Region XI,Davao del Norte,Carmen,28.0,3.5,12.5
Region XI,Davao del Norte,Kapalong,21.5,4.0,18.5
Region XI,Davao del Norte,New Corella,38.2,4.4,11.6
Region XI,Davao del Norte,Panabo City,14.8,2.2,14.8
Region XI,Davao del Norte,Island Garden City of Samal,32.8,2.8,8.6
Region XI,Davao del Norte,Santo Tomas,23.5,4.2,17.9
Region XI,Davao del Norte,Tagum City,15.0,2.8,18.7
Region XI,Davao del Norte,Talaingod,62.6,9.5,15.2
Region XI,Davao del Norte,Braulio E. Dujali,40.8,7.2,17.5
Region XI,Davao del Norte,San Isidro,53.6,5.5,10.3
Region XI,Davao del Sur,Bansalan,21.3,3.1,14.6
Region XI,Davao del Sur,Davao City,13.2,1.3,9.4
Region XI,Davao del Sur,Digos City,18.8,2.6,13.9
Region XI,Davao del Sur,Hagonoy,22.9,3.2,14.0
Region XI,Davao del Sur,Jose Abad Santos (Trinidad),72.3,4.1,5.6
Region XI,Davao del Sur,Kiblawan,57.4,3.8,6.5
Region XI,Davao del Sur,Magsaysay,40.0,4.6,11.5
Region XI,Davao del Sur,Malalag,41.2,4.0,9.6
Region XI,Davao del Sur,Malita,63.8,3.5,5.5
Region XI,Davao del Sur,Matanao,40.7,3.2,8.0
Region XI,Davao del Sur,Padada,14.6,2.5,17.5
Region XI,Davao del Sur,Santa Cruz,27.3,3.6,13.0
Region XI,Davao del Sur,Santa Maria,48.5,4.4,9.0
Region XI,Davao del Sur,Sulop,36.9,4.0,10.9
Region XI,Davao del Sur,Sarangani,72.1,5.0,6.9
Region XI,Davao del Sur,Don Marcelino,66.5,5.4,8.1
Region XI,Davao Oriental,Baganga,44.0,4.6,10.5
Region XI,Davao Oriental,Banaybanay,32.5,4.4,13.6
Region XI,Davao Oriental,Boston,36.6,5.5,15.0
Region XI,Davao Oriental,Caraga,58.0,4.1,7.0
Region XI,Davao Oriental,Cateel,53.5,4.8,8.9
Region XI,Davao Oriental,Governor Generoso,55.7,4.9,8.9
Region XI,Davao Oriental,Lupon,42.9,4.6,10.6
Region XI,Davao Oriental,Manay,58.7,4.9,8.4
Region XI,Davao Oriental,Mati  (Capital),33.9,3.8,11.1
Region XI,Davao Oriental,San Isidro,47.4,5.2,11.0
Region XI,Davao Oriental,Tarragona,62.3,5.4,8.6
Region XI,Compostela Valley,Compostela,26.5,4.7,17.7
Region XI,Compostela Valley,Laak (San Vicente),54.7,4.3,7.8
Region XI,Compostela Valley,Mabini (Doña Alicia),29.8,4.1,13.9
Region XI,Compostela Valley,Maco,30.6,2.6,8.6
Region XI,Compostela Valley,Maragusan (San Mariano),35.6,4.7,13.2
Region XI,Compostela Valley,Mawab,32.7,4.5,13.8
Region XI,Compostela Valley,Monkayo,32.9,4.2,12.7
Region XI,Compostela Valley,Montevista,41.3,4.6,11.1
Region XI,Compostela Valley,Nabunturan,28.3,3.9,13.7
Region XI,Compostela Valley,New Bataan,42.0,5.5,13.0
Region XI,Compostela Valley,Pantukan,28.3,4.8,17.0
Region XII,North Cotabato,Alamada,44.6,4.4,9.9
Region XII,North Cotabato,Carmen,50.4,5.7,11.2
Region XII,North Cotabato,Kabacan,35.0,3.3,9.5
Region XII,North Cotabato,Kidapawan City,19.2,2.6,13.7
Region XII,North Cotabato,Libungan,32.1,3.8,11.9
Region XII,North Cotabato,Magpet,36.7,3.8,10.3
Region XII,North Cotabato,Makilala,23.2,2.7,11.5
Region XII,North Cotabato,Matalam,34.9,3.2,9.1
Region XII,North Cotabato,Midsayap,33.0,2.9,8.6
Region XII,North Cotabato,M'lang,34.5,3.1,9.1
Region XII,North Cotabato,Pigkawayan,39.0,3.4,8.7
Region XII,North Cotabato,Pikit,48.5,3.6,7.3
Region XII,North Cotabato,President Roxas,35.3,3.8,10.8
Region XII,North Cotabato,Tulunan,38.2,3.7,9.6
Region XII,North Cotabato,Antipas,30.9,4.6,14.9
Region XII,North Cotabato,Banisilan,43.8,4.5,10.2
Region XII,North Cotabato,Aleosan,47.1,5.1,10.8
Region XII,North Cotabato,Arakan,48.0,4.7,9.8
Region XII,South Cotabato,Banga,31.3,3.6,11.4
Region XII,South Cotabato,General Santos,22.5,2.9,13.1
Region XII,South Cotabato,Koronodal City,21.7,2.7,12.5
Region XII,South Cotabato,Norala,33.1,4.1,12.5
Region XII,South Cotabato,Polomolok,22.8,3.4,15.1
Region XII,South Cotabato,Surallah,30.5,3.4,11.1
Region XII,South Cotabato,Tampakan,33.1,3.9,11.9
Region XII,South Cotabato,Tantangan,38.2,4.4,11.5
Region XII,South Cotabato,T'boli,52.7,3.8,7.3
Region XII,South Cotabato,Tupi,34.7,4.5,12.8
Region XII,South Cotabato,Santo Nino,32.1,4.7,14.5
Region XII,South Cotabato,Lake Sebu,52.8,5.6,10.5
Region XII,Sultan Kudarat,Bagumbayan,46.9,4.5,9.5
Region XII,Sultan Kudarat,Colombio,54.4,5.7,10.5
Region XII,Sultan Kudarat,Esperanza,33.2,3.5,10.5
Region XII,Sultan Kudarat,Isulan,26.8,3.3,12.3
Region XII,Sultan Kudarat,Kalamansig,50.6,4.9,9.6
Region XII,Sultan Kudarat,Lebak,46.0,3.7,8.1
Region XII,Sultan Kudarat,Lutayan,51.1,5.6,11.0
Region XII,Sultan Kudarat,Lambayong,41.4,3.9,9.4
Region XII,Sultan Kudarat,Palimbang,63.7,4.0,6.2
Region XII,Sultan Kudarat,President Quirino,31.7,4.2,13.1
Region XII,Sultan Kudarat,Tacurong City,18.5,2.5,13.6
Region XII,Sultan Kudarat,Sen. Ninoy Aquino,47.6,4.6,9.6
Region XII,Sarangani,Alabel,41.0,4.9,12.0
Region XII,Sarangani,Glan,47.0,4.2,8.8
Region XII,Sarangani,Kiamba,45.0,4.9,11.0
Region XII,Sarangani,Maasim,52.2,5.8,11.2
Region XII,Sarangani,Maitum,42.8,4.2,9.9
Region XII,Sarangani,Malapatan,54.1,6.0,11.0
Region XII,Sarangani,Malungon,45.3,4.1,9.0
Region XII,Cotabato City,Cotobato City,29.4,5.4,18.4
ARMM,Basilan,Lamitan,20.5,3.6,17.6
ARMM,Basilan,Lantawan,28.2,5.0,17.8
ARMM,Basilan,Maluso,36.7,6.3,17.3
ARMM,Basilan,Sumisip,36.7,4.6,12.5
ARMM,Basilan,Tipo-Tipo,31.6,6.3,20.0
ARMM,Basilan,Tuburan,43.6,8.1,18.5
ARMM,Basilan,Akbar,35.9,8.2,22.9
ARMM,Basilan,Al-barka,32.3,5.9,18.2
ARMM,Basilan,Hadji Mohammad Ajul,32.5,6.7,20.5
ARMM,Basilan,Ungkaya Pukan,30.4,6.9,22.7
ARMM,Basilan,Tabuan-Lasa,31.0,7.2,23.3
ARMM,Lanao del Sur,Bacolod-Kalawi,25.8,4.0,15.5
ARMM,Lanao del Sur,Balabagan,34.5,4.8,14.0
ARMM,Lanao del Sur,Balindong (Watu),29.2,6.2,21.2
ARMM,Lanao del Sur,Bayang,25.3,4.4,17.4
ARMM,Lanao del Sur,Binidayan,22.7,4.0,17.8
ARMM,Lanao del Sur,Bubong,31.2,5.9,19.0
ARMM,Lanao del Sur,Butig,39.3,6.5,16.5
ARMM,Lanao del Sur,Ganassi,31.3,4.3,13.8
ARMM,Lanao del Sur,Kapai,36.2,6.2,17.2
ARMM,Lanao del Sur,Lumba-Bayabao (Maguing),37.5,5.0,13.3
ARMM,Lanao del Sur,Lumbatan,38.3,5.2,13.5
ARMM,Lanao del Sur,Madalum,35.8,5.1,14.2
ARMM,Lanao del Sur,Madamba,37.8,6.6,17.3
ARMM,Lanao del Sur,Malabang,31.0,4.6,14.8
ARMM,Lanao del Sur,Marantao,19.6,4.0,20.6
ARMM,Lanao del Sur,Marawi City,24.2,3.4,14.1
ARMM,Lanao del Sur,Masiu,31.0,5.7,18.3
ARMM,Lanao del Sur,Mulondo,22.8,5.5,24.1
ARMM,Lanao del Sur,Pagayawan (Tatarikan),39.2,6.9,17.6
ARMM,Lanao del Sur,Piagapo,40.3,5.3,13.1
ARMM,Lanao del Sur,Poona Bayabao  (Gata),25.2,4.5,17.7
ARMM,Lanao del Sur,Pualas,25.7,4.9,19.1
ARMM,Lanao del Sur,Ditsaan-Ramain,34.3,5.0,14.6
ARMM,Lanao del Sur,Saguiaran,29.0,4.9,16.9
ARMM,Lanao del Sur,Tamparan,37.2,5.6,15.1
ARMM,Lanao del Sur,Taraka,35.7,4.5,12.5
ARMM,Lanao del Sur,Tubaran,44.9,6.3,13.9
ARMM,Lanao del Sur,Tugaya,31.0,5.8,18.8
ARMM,Lanao del Sur,Wao,35.2,5.2,14.7
ARMM,Lanao del Sur,Marogong,52.1,6.8,13.1
ARMM,Lanao del Sur,Calanogas,53.7,8.8,16.3
ARMM,Lanao del Sur,Buadiposo-Buntong,32.5,6.1,18.7
ARMM,Lanao del Sur,Maguing,22.8,3.8,16.7
ARMM,Lanao del Sur,Sultan Gumander,46.3,6.8,14.8
ARMM,Lanao del Sur,Lumbayanague,44.0,9.5,21.6
ARMM,Lanao del Sur,Bumbaran,47.1,8.3,17.7
ARMM,Lanao del Sur,Tagoloan II,67.1,10.2,15.2
ARMM,Lanao del Sur,Kapatagan,44.2,7.5,17.0
ARMM,Lanao del Sur,Sultan Dumalondong,57.2,11.2,19.6
ARMM,Lanao del Sur,Lumbaca-Unayan,31.8,7.6,24.0
ARMM,Maguindanao,Ampatuan,56.3,8.0,14.1
ARMM,Maguindanao,Buldon,61.1,6.1,10.0
ARMM,Maguindanao,Buluan,51.7,11.7,22.5
ARMM,Maguindanao,Datu Paglas,49.7,6.0,12.0
ARMM,Maguindanao,Datu Piang,53.4,6.7,12.5
ARMM,Maguindanao,Datu Odin Sinsuat (Dinaig),45.5,4.4,9.8
ARMM,Maguindanao,Shariff Aguak (Maganoy),57.1,6.5,11.4
ARMM,Maguindanao,Matanog,50.2,8.9,17.7
ARMM,Maguindanao,Pagalungan,52.7,6.3,11.9
ARMM,Maguindanao,Parang,43.1,5.1,11.8
ARMM,Maguindanao,Sultan Kudarat (Nuling),55.6,4.1,7.5
ARMM,Maguindanao,Sultan Sa Barongis (Lambayong),62.9,7.2,11.5
ARMM,Maguindanao,Kabuntalan (Tumbao),66.5,6.9,10.3
ARMM,Maguindanao,Upi,39.5,5.2,13.1
ARMM,Maguindanao,Talayan,51.2,6.9,13.4
ARMM,Maguindanao,South Upi,48.1,7.6,15.7
ARMM,Maguindanao,Barira,54.1,7.4,13.6
ARMM,Maguindanao,Gen. S. K. Pendatun,67.1,7.1,10.6
ARMM,Maguindanao,Mamasapano,57.9,6.8,11.7
ARMM,Maguindanao,Talitay,53.6,8.1,15.2
ARMM,Maguindanao,Pagagawan,58.2,5.9,10.0
ARMM,Maguindanao,Paglat,65.4,8.1,12.3
ARMM,Maguindanao,Sultan Mastura,54.6,5.9,10.9
ARMM,Maguindanao,Guindulungan,67.7,6.8,10.1
ARMM,Maguindanao,Datu Saudi-Ampatuan,48.7,7.0,14.3
ARMM,Maguindanao,Datu Unsay,56.5,9.2,16.2
ARMM,Maguindanao,Datu Abdullah Sangki,59.5,7.6,12.7
ARMM,Maguindanao,Rajah Buayan,58.9,7.9,13.4
ARMM,Maguindanao,Datu Blah T. Sinsuat,53.6,7.5,13.9
ARMM,Maguindanao,Datu Anggal Midtimbang,61.1,7.8,12.8
ARMM,Maguindanao,Mangudadatu,60.3,8.2,13.7
ARMM,Maguindanao,Pandag,70.1,8.6,12.3
ARMM,Maguindanao,Northern Kabuntalan,44.3,6.4,14.5
Sulu,Maguindanao,Indanan,39.6,4.9,12.4
Sulu,Maguindanao,Jolo,41.0,6.3,15.5
Sulu,Maguindanao,Kalingalan Caluang,46.9,7.0,14.8
Sulu,Maguindanao,Luuk,46.2,7.1,15.4
Sulu,Maguindanao,Maimbung,51.4,5.3,10.4
Sulu,Maguindanao,Hadji Panglima Tahil (Marunggas),54.1,8.2,15.2
Sulu,Maguindanao,Old Panamao,53.0,6.3,12.0
Sulu,Maguindanao,Pangutaran,49.6,6.0,12.1
Sulu,Maguindanao,Parang,48.8,4.7,9.5
Sulu,Maguindanao,Pata,56.1,6.3,11.2
Sulu,Maguindanao,Patikul,36.4,5.0,13.8
Sulu,Maguindanao,Siasi,43.5,4.2,9.6
Sulu,Maguindanao,Talipao,57.6,4.9,8.4
Sulu,Maguindanao,Tapul,53.3,6.5,12.3
Sulu,Maguindanao,Tongkil,50.9,6.0,11.7
Sulu,Maguindanao,Panglima Estino (New Panamao),66.8,8.4,12.6
Sulu,Maguindanao,Lugus,49.4,6.7,13.5
Sulu,Maguindanao,Pandami,47.0,7.2,15.2
Sulu,Maguindanao,Omar,46.6,8.9,19.2
Tawi-tawi,Maguindanao,Panglima Sugala (Balimbing),47.1,5.3,11.3
Tawi-tawi,Maguindanao,Bongao,28.7,4.1,14.3
Tawi-tawi,Maguindanao,Mapun (Cagayan De Tawi-Tawi),41.9,6.1,14.5
Tawi-tawi,Maguindanao,Simunul,31.5,6.1,19.3
Tawi-tawi,Maguindanao,Sitangkai,39.0,7.0,18.0
Tawi-tawi,Maguindanao,South Ubian,34.7,5.5,15.9
Tawi-tawi,Maguindanao,Tandubas,39.9,5.6,14.0
Tawi-tawi,Maguindanao,Turtle Islands,39.3,13.4,34.1
Tawi-tawi,Maguindanao,Languyan,39.9,6.1,15.3
Tawi-tawi,Maguindanao,Sapa-Sapa,39.3,5.5,14.1
Tawi-tawi,Maguindanao,Sibutu,44.3,6.5,14.6
Caraga,Agusan del Norte,Buenavista,38.0,3.2,8.5
Caraga,Agusan del Norte,Butuan City,27.6,1.8,6.3
Caraga,Agusan del Norte,Cabadbaran,28.4,2.7,9.6
Caraga,Agusan del Norte,Carmen,40.6,5.2,12.7
Caraga,Agusan del Norte,Jabonga,45.7,3.7,8.1
Caraga,Agusan del Norte,Kitcharao,39.9,4.0,10.0
Caraga,Agusan del Norte,Las Nieves,53.0,3.5,6.6
Caraga,Agusan del Norte,Magallanes,28.6,4.3,15.1
Caraga,Agusan del Norte,Nasipit,28.3,3.1,10.9
Caraga,Agusan del Norte,Santiago,47.7,4.9,10.2
Caraga,Agusan del Norte,Tubay,39.2,4.1,10.5
Caraga,Agusan del Norte,Remedios T. Romualdez,41.0,4.7,11.5
Caraga,Agusan del Sur,Bayugan,48.4,3.1,6.3
Caraga,Agusan del Sur,Bunawan,54.2,3.8,7.1
Caraga,Agusan del Sur,Esperanza,61.9,2.7,4.4
Caraga,Agusan del Sur,La Paz,66.7,3.9,5.9
Caraga,Agusan del Sur,Loreto,56.9,3.9,6.9
Caraga,Agusan del Sur,Prosperidad,52.8,3.1,5.8
Caraga,Agusan del Sur,Rosario,48.2,4.8,10.0
Caraga,Agusan del Sur,San Francisco,39.7,2.6,6.4
Caraga,Agusan del Sur,San Luis,62.0,2.8,4.5
Caraga,Agusan del Sur,Santa Josefa,53.3,3.7,6.9
Caraga,Agusan del Sur,Talacogon,58.0,4.0,6.8
Caraga,Agusan del Sur,Trento,49.1,5.0,10.1
Caraga,Agusan del Sur,Veruela,58.5,3.4,5.8
Caraga,Agusan del Sur,Sibagat,59.4,3.7,6.2
Caraga,Surigao del Norte,Alegria,57.2,4.9,8.5
Caraga,Surigao del Norte,Bacuag,50.6,5.4,10.7
Caraga,Surigao del Norte,Basilisa (Rizal),55.7,4.1,7.3
Caraga,Surigao del Norte,Burgos,53.2,6.0,11.2
Caraga,Surigao del Norte,Cagdiano,55.6,5.1,9.2
Caraga,Surigao del Norte,Claver,49.8,4.7,9.5
Caraga,Surigao del Norte,Dapa,52.2,3.7,7.1
Caraga,Surigao del Norte,Del Carmen,58.9,4.2,7.1
Caraga,Surigao del Norte,Dinagat,57.6,5.1,8.9
Caraga,Surigao del Norte,General Luna,55.4,4.3,7.8
Caraga,Surigao del Norte,Gigaquit,59.6,4.8,8.0
Caraga,Surigao del Norte,Libjo (Albor),54.1,4.7,8.7
Caraga,Surigao del Norte,Loreto,54.2,5.1,9.4
Caraga,Surigao del Norte,Mainit,57.0,4.1,7.2
Caraga,Surigao del Norte,Malimono,50.3,5.1,10.2
Caraga,Surigao del Norte,Pilar,62.8,4.4,6.9
Caraga,Surigao del Norte,Placer,47.7,4.2,8.9
Caraga,Surigao del Norte,San Benito,62.6,5.1,8.2
Caraga,Surigao del Norte,San Francisco (Anao-Aon),48.8,4.4,8.9
Caraga,Surigao del Norte,San Isidro,51.7,5.6,10.8
Caraga,Surigao del Norte,Santa Monica (Sapao),52.4,4.2,8.1
Caraga,Surigao del Norte,Sison,52.1,4.9,9.5
Caraga,Surigao del Norte,Socorro,52.1,5.9,11.4
Caraga,Surigao del Norte,Surigao City,40.1,3.0,7.4
Caraga,Surigao del Norte,Tagana-an,50.4,5.1,10.1
Caraga,Surigao del Norte,Tubajon,56.3,5.4,9.6
Caraga,Surigao del Norte,Tubod,47.8,4.5,9.4
Caraga,Surigao del Norte,San Jose,46.7,4.4,9.4
Caraga,Surigao del Sur,Barobo,45.7,4.4,9.6
Caraga,Surigao del Sur,Bayabas,39.4,5.2,13.2
Caraga,Surigao del Sur,Bislig,34.2,4.9,14.3
Caraga,Surigao del Sur,Cagwait,39.4,4.9,12.3
Caraga,Surigao del Sur,Cantilan,25.7,2.8,10.9
Caraga,Surigao del Sur,Carmen,34.6,5.2,14.9
Caraga,Surigao del Sur,Carrascal,32.7,3.9,11.9
Caraga,Surigao del Sur,Cortes,36.4,4.9,13.5
Caraga,Surigao del Sur,Hinatuan,43.6,3.1,7.1
Caraga,Surigao del Sur,Lanuza,35.1,4.4,12.4
Caraga,Surigao del Sur,Lianga,37.0,4.2,11.3
Caraga,Surigao del Sur,Lingig,48.9,4.3,8.8
Caraga,Surigao del Sur,Madrid,33.0,3.7,11.1
Caraga,Surigao del Sur,Marihatag,50.3,4.4,8.8
Caraga,Surigao del Sur,San Agustin,49.9,4.0,8.0
Caraga,Surigao del Sur,San Miguel,50.5,3.7,7.3
Caraga,Surigao del Sur,Tagbina,48.0,3.7,7.8
Caraga,Surigao del Sur,Tago,37.5,3.2,8.5
Caraga,Surigao del Sur,Tandag,26.3,2.7,10.3